"","y","DisputedAccountsExcluded","PublicRecordsCount","InstallmentBalance","RealEstateBalance","RevolvingBalance","PastDueAmount","MonthlyPayment","RealEstatePayment","RevolvingAvailablePercent","TotalInquiries","InquiriesDuringLast6Months","TotalTradeItems","PaidAccounts","SatisfactoryAccounts","NowDelinquentDerog","PctNegTradesNow","PctNegTradesWas","PctNegTradesTotal","WasDelinquentDerog","OldesttradeopenYearsAgo","DelinquenciesOver30Days","DelinquenciesOver60Days","DelinquenciesOver90Days","DerogCounter","SocialCount","AddressCount","SSN.years.ago","FICO2.SCORE","VantageScore3.SCORE","TIB","SSN.Missing","FICO700","FS1","FS2","FS3","FS4","FS9","FS10","FS11","FS12","FS13","FS16","FS17","FS19","FS20","FS27","BusinessRecordTimeOldest","BusinessRecordTimeNewest","BusinessActivity03Month","BusinessActivity06Month","BusinessActivity12Month","BusinessAddrCount","FirmAgeEstablished","FirmEmployeeCount","FirmReportedSales","FirmReportedEarnings","OrgLocationCount","OrgRelatedCount","OrgLegalEntityCount","OrgAddrLegalEntityCount","SOSTimeIncorporation","SOSTimeAgentChange","SOSEverDefunct","SOSStateCount","BankruptcyCount","BankruptcyCount12Month","BankruptcyCount24Month","BankruptcyTimeNewest","LienCount","LienCount12Month","LienCount24Month","LienTimeNewest","LienTimeOldest","LienDollarTotal","JudgmentCount","JudgmentCount12Month","JudgmentCount24Month","JudgmentTimeNewest","JudgmentTimeOldest","JudgmentDollarTotal","LienJudgmentDollarTotal","AssetPropertyCount","AssetPropertyStateCount","AssetPropertyLotSizeTotal","AssetPropertyAssessedTotal","AssetPropertySqFootageTotal","AssetAircraftCount","AssetWatercraftCount","UCCCount","UCCTimeNewest","UCCTimeOldest","InquiryHighRisk12Month","InquiryHighRisk03Month","InquiryCredit12Month","InquiryCredit03Month","Inquiry12Month","Inquiry03Month","InquiryConsumerAddress","InquiryConsumerPhone","InquiryConsumerAddressSSN","BusExecLinkPropertyOverlapCount","BusExecLinkBusAddrAuthRepOwned","BusExecLinkUtilityOverlapCount","BusExecLinkInquiryOverlapCount","BusExecLinkPropertyOverlapCount2","BusExecLinkBusAddrAuthRep2Owned","BusExecLinkUtilityOverlapCount2","BusExecLinkInquiryOverlapCount2","BusExecLinkPropertyOverlapCount3","BusExecLinkUtilityOverlapCount3","BusExecLinkInquiryOverlapCount3","InputAddrConsumerCount","InputAddrSourceCount","InputAddrLotSize","InputAddrAssessedTotal","InputAddrSqFootage","InputPhoneEntityCount","AssociateCount","AssociateHighCrimeAddrCount","AssociateFelonyCount","AssociateCountWithFelony","AssociateBankruptCount","AssociateCountWithBankruptcy","AssociateBankrupt1YearCount","AssociateLienCount","AssociateCountWithLien","AssociateJudgmentCount","AssociateCountWithJudgment","AssociateHighRiskAddrCount","AssociateWatchlistCount","AssociateBusinessCount","AssociateCityCount","AssociateCountyCount","InputCheckAuthRepPhone","InputCheckAuthRep2FirstName","InputCheckAuthRep2LastName","InputCheckAuthRep2Addr","InputCheckAuthRep2City","InputCheckAuthRep2State","InputCheckAuthRep2SSN","InputCheckAuthRep2Phone","VerificationBusInputName","VerificationBusInputAddr","VerificationBusInputPhone","VerificationBusInputFEIN","BusinessRecordUpdated12Month","FirmIRSRetirementPlan","FirmNonProfit","OrgParentCompany","OrgSingleLocation","SOSForeignStateFlag","BankruptcyChapter","LienType","JudgmentType","GovernmentDebarred","BusExecLinkAuthRepNameOnFile","BusExecLinkAuthRepAddrOnFile","BusExecLinkAuthRepSSNOnFile","BusExecLinkAuthRepPhoneOnFile","BusExecLinkBusNameAuthRepFirst","BusExecLinkBusNameAuthRepLast","BusExecLinkBusNameAuthRepFull","BusExecLinkAuthRepSSNBusFEIN","BusExecLinkAuthRepAddrBusAddr","BusExecLinkAuthRepPhoneBusPhone","BusExecLinkAuthRep2NameOnFile","BusExecLinkAuthRep2AddrOnFile","BusExecLinkAuthRep2PhoneOnFile","BusExecLinkAuthRep2SSNOnFile","BusExecLinkBusNameAuthRep2First","BusExecLinkBusNameAuthRep2Last","BusExecLinkBusNameAuthRep2Full","BusExecLinkAuthRep2SSNBusFEIN","BusExecLinkAuthRep2AddrBusAddr","BusExecLinkAuthRep2PhoneBusPhone","BusFEINPersonOverlap","BusFEINPersonAddrOverlap","BusFEINPersonPhoneOverlap","BusAddrPersonNameOverlap","InputAddrType","InputAddrBusinessOwned","InputPhoneProblems","InputPhoneMobile","IP224_SCORE","IP224_SCOREind","IP224Missing","HRD_SSN2","SSNAddressVariance","SecurityStatementPresent"
"2316",0,0,0,1095,401366,14532,1095,329,3039,70,8,5,17,11,15,1,0.058823529,0.058823529,0.117647059,1,49,10,2,2,1,2,4,57,714,699,27.37808219,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1406,2,4,5,5,6,-1,3,0,0,6,1,1,1,759,0,0,1,0,0,0,-1,4,0,0,43,80,271742,0,0,0,-1,-1,-1,271741,1,0,0,1627000,104980,0,0,7,2,270,0,0,0,0,1,1,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,2,6,118483,3790000,118975,2,4,2,0,0,0,0,0,1,1,0,0,0,0,6,1,3,2,1,1,1,1,1,1,1,3,4,4,4,3,3,2,3,2,2,2,3,1,2,4,4,4,3,2,3,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,2,2,1,1,1,1
"2317",0,0,0,1669,173701,15763,0,1121,1159,60,0,0,10,3,8,0,0,0.2,0.2,2,13,3,0,0,0,0,0,27,662,696,10.15342466,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,96,1,2,3,3,2,-1,-1,-1,-1,2,1,1,1,96,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,3000,0,0,0,1,3,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,2,2,2,2,2,2,2,3,4,2,4,3,2,2,3,2,2,2,1,1,2,2,3,3,3,2,2,2,2,2,2,5,4,3,4,2,2,2,2,3,2,3,3,3,3,3,2,6,3,5,2,1,1,1,1
"2318",1,0,0,55592,255383,60295,0,1588,1606,69,33,6,27,9,27,0,0,0,0,0,12,0,0,0,0,4,4,32,738,648,1.452054795,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,1,2,3,2,-1,-1,-1,-1,2,1,1,1,15,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,7,7,0,0,0,0,1,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,3,2,34,1,1,2,1,1
"2319",0,0,2,120298,364750,0,0,2300,2485,100,10,5,11,5,10,0,0,0.090909091,0.090909091,1,13,1,0,0,0,4,4,16,727,700,2.331506849,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,24,1,2,2,2,2,-1,-1,-1,-1,2,1,1,1,24,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,0,216420,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,7,1,1,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,4,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,2,11,2,1,1,1,1
"2320",0,0,0,51600,0,4296,0,1544,0,57,12,1,29,22,25,0,0,0.137931034,0.137931034,4,14,15,2,0,0,1,2,29,638,660,1.120547945,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,350,2,2,2,4,1,-1,-1,-1,-1,1,1,1,1,352,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,32,10,263,0,0,1,0,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5,6,184259,85510,1956,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,2,3,3,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,3,2,15,2,1,1,1,1
"2321",0,0,1,9554,0,2426,9554,87,0,34,2,1,10,2,6,4,0.4,0,0.4,0,22,0,0,0,24,1,1,28,608,629,1.534246575,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,169,2,3,3,3,1,-1,-1,-1,-1,1,1,1,1,16,16,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,-1,-1,-1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,34,1,1,1,1,1
"2322",0,0,27,31209,50486,24,0,1017,450,92,18,6,13,7,12,0,0,0.076923077,0.076923077,1,54,0,0,0,2,2,2,34,673,592,0.493150685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,14,2,1,1,1,1
"2323",0,0,0,0,0,34761,0,828,0,32,12,6,7,3,7,0,0,0,0,0,14,0,0,0,0,4,2,36,712,662,9.679452055,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,1,185,1,2,2,3,1,-1,1,-1,-1,2,1,1,1,114,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,3,2,41,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,6,5174928,482800,4796,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,3,3,3,11,2,1,1,1,1
"2324",0,0,0,4199,576363,8835,27432,262,4584,0,4,0,12,8,9,2,0.166666667,0.083333333,0.25,1,14,2,2,8,8,0,1,30,620,552,9.578082192,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,149,1,1,2,2,5,-1,-1,-1,-1,6,1,1,1,113,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,3,34,58,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2,6,28508,399110,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,35,2,2,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,3,2,29,2,1,1,1,1
"2325",0,0,0,100,0,3825441,100,22489,0,4,7,1,13,8,8,1,0.076923077,0.307692308,0.384615385,4,48,10,2,0,20,0,0,55,632,510,18.38082192,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,174,1,2,1,1,6,-1,4,3100000,0,8,1,1,1,0,4,2,4,0,0,0,-1,37,0,0,24,72,22303,0,0,0,-1,-1,-1,22302,0,0,0,-1,0,0,0,9,7,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,10,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,22,1,0,2,2,2,2,2,2,2,2,3,4,4,4,3,3,2,3,2,3,2,5,1,2,5,1,3,3,2,2,2,2,1,3,5,4,3,4,2,2,2,2,2,3,3,3,3,3,3,2,3,2,2,2,1,1,1,1
"2326",0,0,1,54644,186444,1217,0,1645,1581,93,18,14,14,4,12,0,0,0.142857143,0.142857143,2,9,1,0,0,1,14,13,38,689,725,11.96164384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,189,2,2,3,3,2,-1,-1,-1,-1,2,1,1,1,141,0,0,1,1,0,0,57,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,6,6,7000,384000,2277,0,3,0,0,0,2,2,0,1,1,0,0,0,0,8,3,3,2,2,2,2,2,2,2,2,3,4,4,2,3,2,2,3,2,2,3,1,1,2,5,4,4,3,2,2,2,2,2,3,3,4,3,4,2,2,2,2,3,3,3,4,3,3,2,2,6,3,29,2,1,1,1,1
"2327",0,0,0,71708,0,352995,0,6549,0,9,7,0,14,7,12,0,0,0.142857143,0.142857143,2,32,2,0,0,0,0,0,48,682,672,32.14246575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,161,2,2,2,3,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,4,10,24,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,22,6,111514,2274700,23762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,2,1,1,1,1,1,1,1,3,4,2,3,3,2,2,3,3,1,2,1,1,2,5,3,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,4,3,13,2,1,1,1,1
"2328",0,0,0,34480,650100,485651,0,3253,4815,14,25,13,30,22,26,0,0,0.133333333,0.133333333,4,23,3,3,3,3,8,8,40,664,580,20.59452055,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,83,2,1,0,0,2,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,3,2,3,5,16,6073,0,0,0,-1,-1,-1,6072,1,0,0,141902,0,0,0,8,5,59,0,0,0,0,1,1,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,14,3,0,96045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,1,2,4,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,2,1,2,1,1,1,1
"2329",0,0,1,46579,351760,12029,0,1918,2201,62,12,2,19,9,19,0,0,0,0,0,20,0,0,0,0,0,3,26,676,688,7.819178082,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,92,2,3,4,0,4,-1,-1,0,0,6,1,1,1,92,34,0,2,0,0,0,-1,6,0,6,11,14,3651,0,0,0,-1,-1,-1,3650,0,0,0,-1,0,0,0,10,1,50,0,0,1,1,1,1,0,0,0,0,0,0,4,0,-1,0,0,-1,-1,-1,3,7,0,0,0,1,3,0,0,0,2,2,0,0,0,3,1,0,0,10,0,0,2,2,2,2,2,2,2,2,3,4,4,4,3,2,2,3,2,3,2,5,1,2,3,4,4,3,2,2,2,2,3,2,5,3,3,4,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2,1,1,1,1
"2330",0,0,0,0,0,39739,0,829,0,10,12,10,7,4,7,0,0,0,0,0,13,0,0,0,0,5,5,33,699,644,5.983561644,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,37,6,1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,9635908,172300,2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,3,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,3,2,3,2,2,3,34,1,1,2,1,1
"2331",0,0,0,41182,84829,96050,0,3082,968,26,18,1,49,24,48,0,0,0.020408163,0.020408163,1,19,2,0,0,0,1,2,35,665,608,10.17534247,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,122,1,1,2,2,2,-1,-1,-1,-1,5,1,1,1,122,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,2,40,114,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,3,4,2,3,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,49,2,1,1,1,1
"2332",0,0,0,66870,143714,52680,0,2719,1332,12,15,5,24,12,21,0,0,0.125,0.125,3,27,17,7,24,0,2,3,38,644,630,5.460273973,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,194,1,1,2,2,2,-1,-1,-1,-1,4,1,1,1,74,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,2,26,36,0,0,0,0,0,0,1,0,0,0,3,0,2,-1,-1,-1,-1,-1,-1,-1,10,6,154326,234307,2592,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1,1,1,1,1,1,3,4,2,4,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,51,2,1,1,1,1
"2333",0,0,0,0,0,67512,0,2070,0,26,25,4,23,1,22,0,0,0.043478261,0.043478261,1,9,1,1,3,42,3,3,26,624,584,3.37260274,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,38,38,1,1,1,0,-1,-1,-1,-1,1,1,1,1,38,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9,1,0,15000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,1,1,1,1,3,4,2,2,2,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,6,3,37,2,1,1,1,1
"2334",0,0,0,42890,0,25061,0,1840,0,36,10,8,7,1,7,0,0,0,0,0,10,0,0,0,0,10,10,34,692,640,0.893150685,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,113,7,1,1,3,1,-1,-1,-1,-1,1,1,1,1,9,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,11,11,0,0,1,1,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,2,2,20225,337300,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,3,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,6,3,28,2,1,2,1,1
"2335",0,0,0,34331,0,24848,0,1419,0,0,3,0,5,3,5,0,0,0,0,0,21,0,0,0,0,0,0,28,744,671,10.96438356,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,117,1,1,1,3,2,-1,-1,0,0,3,1,1,1,128,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,14,14,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,1,1,2,3,3,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,6,3,28,2,1,1,1,1
"2336",1,0,0,235794,239193,48180,0,4259,2616,23,9,1,43,27,29,0,0,0.325581395,0.325581395,14,26,42,1,0,0,1,1,38,651,698,21.73972603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,238,2,2,3,3,2,-1,1,-1,-1,6,1,1,1,-1,-1,-1,0,0,0,0,-1,5,0,0,62,68,59967,0,0,0,-1,-1,-1,59966,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,1,1,1,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,3,5,50478,128000,15215,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,1,2,3,1,2,5,4,4,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,52,2,1,1,1,1
"2337",0,0,0,40728,0,16605,0,2866,0,38,26,9,20,8,17,0,0,0.15,0.15,3,15,3,0,0,0,4,0,32,652,624,7.093150685,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,185,2,5,5,5,11,-1,4,98479000,0,34,1,1,1,171,42,2,10,0,0,0,-1,2,0,1,19,60,9875,0,0,0,-1,-1,-1,9874,1,1,0,1457638,18600,0,0,127,1,165,0,0,0,0,1,1,1,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,3,10,18000,1178283,8750,1,18,0,0,0,6,4,0,1,1,0,0,0,0,103,8,9,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,3,2,5,1,2,3,4,4,3,2,2,2,3,2,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,1,1,1,1
"2338",0,0,1,22968,0,0,0,0,0,0,9,7,8,2,4,4,0.5,0,0.5,0,12,0,6,4,4,4,5,33,586,557,19.96986301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,185,2,2,3,3,1,-1,1,0,0,3,1,1,1,124,0,0,1,0,0,0,-1,1,0,0,66,66,2003,0,0,0,-1,-1,-1,2002,1,0,0,6700,0,0,0,2,103,109,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,8,0,6700,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,2,3,3,2,3,2,2,3,2,2,2,5,1,2,5,4,4,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,2,2,2,26,2,1,1,1,1
"2339",0,0,4,23768,0,1430,0,790,0,50,20,2,12,5,5,0,0,0.583333333,0.583333333,7,9,12,4,3,12,1,1,12,564,593,3.37260274,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1,1,1
"2340",0,0,0,53541,134411,5942,0,1190,780,39,47,8,27,8,23,0,0,0.148148148,0.148148148,4,11,12,8,17,7,3,2,33,615,589,7.534246575,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,50,2,2,1,1,1,-1,-1,-1,-1,1,1,1,1,30,4,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,48787,450530,4779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,2,2,56,2,1,1,1,1
"2341",0,0,0,22526,0,109587,0,4099,0,32,21,3,43,14,42,0,0,0.023255814,0.023255814,1,16,1,0,0,0,0,1,32,633,536,3.254794521,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,9,1,1,2,1,-1,-1,-1,-1,1,1,1,1,37,37,0,1,0,0,0,-1,1,0,1,18,18,1837,0,0,0,-1,-1,-1,1836,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,0,1,1,1,1,0,0,0,0,14,-1,-1,-1,-1,-1,-1,-1,3,0,6361,306636,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,3,2,3,3,2,2,3,2,2,2,5,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,34,1,1,1,1,1
"2342",0,0,0,23295,119468,607,0,613,810,59,6,2,6,2,6,0,0,0,0,0,5,0,0,0,0,1,1,24,725,724,2.139726027,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,1
